,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
2010-01-21 00:00:00,14.04,208.07,15.2,124.97,60.17,28.85,57.82,1116.48,63.82
2010-01-22 00:00:00,13.2,197.75,15.29,121.58,59.45,27.84,57.29,1091.76,63.24
2010-01-25 00:00:00,13.19,203.07,15.53,122.18,59.47,28.19,57.14,1096.78,63.0
2010-01-26 00:00:00,13.34,205.94,15.52,121.82,59.06,28.36,57.16,1092.17,63.07
2010-01-27 00:00:00,13.1,207.88,15.47,122.39,59.68,28.53,57.2,1097.5,62.71
2010-01-28 00:00:00,12.73,199.29,15.33,119.89,60.01,28.04,56.68,1084.53,62.15
2010-01-29 00:00:00,12.54,192.06,15.26,118.57,59.13,27.09,56.56,1073.87,61.65
2010-02-01 00:00:00,13.16,194.73,15.42,120.78,59.35,27.31,57.59,1089.19,63.32
2010-02-02 00:00:00,13.47,195.86,15.99,121.61,60.19,27.36,58.02,1103.32,64.07
2010-02-03 00:00:00,13.32,199.23,15.83,121.74,59.85,27.53,58.15,1097.28,63.72
2010-02-04 00:00:00,12.74,192.05,15.22,119.16,58.92,26.77,56.58,1063.11,61.92
2010-02-05 00:00:00,13.01,195.46,14.98,119.66,58.92,26.94,56.46,1066.19,62.0
2010-02-08 00:00:00,12.89,194.12,14.8,118.6,58.67,26.65,55.94,1056.74,61.97
2010-02-09 00:00:00,13.11,196.19,14.8,119.9,59.04,26.93,56.97,1070.52,62.79
2010-02-10 00:00:00,12.99,195.12,14.89,119.51,59.01,26.91,57.28,1068.13,62.45
2010-02-11 00:00:00,13.41,198.67,14.96,120.4,59.18,27.04,58.05,1078.47,62.83
2010-02-12 00:00:00,13.11,200.38,14.76,120.67,59.0,26.85,57.8,1075.51,62.4
2010-02-16 00:00:00,13.56,203.4,15.22,121.86,59.84,27.38,58.17,1094.87,63.83
2010-02-17 00:00:00,13.43,202.55,15.33,122.93,60.18,27.62,58.93,1099.51,63.33
2010-02-18 00:00:00,13.44,202.93,15.41,124.37,60.7,27.98,59.32,1106.75,63.52
2010-02-19 00:00:00,13.36,201.67,15.34,123.77,60.48,27.79,59.45,1109.17,63.43
2010-02-22 00:00:00,13.37,200.42,15.42,123.44,60.18,27.75,59.21,1108.01,62.98
2010-02-23 00:00:00,13.01,197.06,15.14,123.06,60.01,27.36,58.61,1094.6,62.54
2010-02-24 00:00:00,12.89,200.66,15.3,124.16,60.14,27.65,58.9,1105.24,63.13
2010-02-25 00:00:00,13.14,202.0,15.2,123.65,59.98,27.63,59.11,1102.94,62.73
2010-02-26 00:00:00,13.13,204.62,15.34,123.74,59.71,27.69,59.27,1104.49,62.6
2010-03-01 00:00:00,13.14,208.99,15.18,125.11,60.08,28.03,60.18,1115.71,62.98
2010-03-02 00:00:00,13.07,208.85,15.18,123.99,60.13,27.49,60.53,1118.31,63.07
2010-03-03 00:00:00,13.17,209.33,15.31,123.47,60.09,27.49,61.13,1118.79,63.01
2010-03-04 00:00:00,13.26,210.71,15.38,123.31,60.25,27.65,61.26,1122.97,62.98
2010-03-05 00:00:00,13.66,218.95,15.61,123.83,60.7,27.62,61.5,1138.7,64.01
2010-03-08 00:00:00,13.6,219.08,15.54,123.01,60.85,27.65,61.29,1138.5,64.02
2010-03-09 00:00:00,13.5,223.02,15.75,122.18,60.92,27.82,61.49,1140.45,64.31
2010-03-10 00:00:00,13.4,224.84,15.76,122.24,60.94,27.98,61.56,1145.61,64.73
2010-03-11 00:00:00,13.47,225.5,15.74,124.17,60.87,28.19,62.08,1150.24,64.73
2010-03-12 00:00:00,13.43,226.6,16.27,124.5,60.83,28.27,62.2,1149.99,64.33
2010-03-15 00:00:00,13.34,223.84,16.51,124.39,61.2,28.29,63.2,1150.51,63.85
2010-03-16 00:00:00,13.62,224.45,17.25,125.21,61.16,28.37,63.13,1159.46,64.11
2010-03-17 00:00:00,14.28,224.12,17.23,124.33,61.28,28.62,63.61,1166.21,64.87
2010-03-18 00:00:00,14.12,224.65,17.37,124.93,61.67,28.6,63.56,1165.83,64.9
2010-03-19 00:00:00,14.08,222.25,17.25,124.28,61.71,28.58,63.6,1159.9,64.56
2010-03-22 00:00:00,14.16,224.75,17.25,124.54,61.71,28.59,63.36,1165.81,64.49
2010-03-23 00:00:00,14.31,228.36,17.5,125.89,61.95,28.86,63.88,1174.17,64.47
2010-03-24 00:00:00,14.14,229.37,17.62,125.08,61.37,28.64,63.31,1167.72,64.04
2010-03-25 00:00:00,13.93,226.65,17.47,125.77,61.2,28.99,63.59,1165.73,63.85
2010-03-26 00:00:00,14.09,230.9,17.51,125.79,61.02,28.65,63.63,1166.59,64.08
2010-03-29 00:00:00,14.26,232.39,17.57,125.13,61.44,28.58,63.59,1173.22,64.81
2010-03-30 00:00:00,14.22,235.85,17.47,125.31,61.52,28.76,63.8,1173.27,64.57
2010-03-31 00:00:00,14.06,235.0,17.38,124.8,61.8,28.29,63.21,1169.43,64.5
2010-04-01 00:00:00,14.51,235.97,17.5,124.8,62.34,28.17,63.71,1178.1,65.11
2010-04-05 00:00:00,14.54,238.49,17.69,125.87,61.99,28.27,63.04,1187.44,65.67
2010-04-06 00:00:00,14.84,239.54,17.76,125.46,61.9,28.32,63.43,1189.44,65.39
2010-04-07 00:00:00,14.55,240.6,17.67,125.03,61.82,28.35,63.05,1182.45,64.85
2010-04-08 00:00:00,14.68,239.95,17.72,124.18,61.54,28.9,63.03,1186.44,65.35
2010-04-09 00:00:00,14.21,241.79,17.68,125.3,61.74,29.31,63.41,1194.37,66.22
2010-04-12 00:00:00,14.38,242.29,17.87,124.91,61.71,29.29,63.37,1196.48,66.17
2010-04-13 00:00:00,14.16,242.43,18.09,125.56,62.25,29.41,63.43,1197.3,66.12
2010-04-14 00:00:00,14.25,245.69,18.48,127.72,62.07,29.77,63.34,1210.65,66.07
2010-04-15 00:00:00,14.13,248.92,18.62,127.37,62.09,29.82,63.32,1211.67,65.74
2010-04-16 00:00:00,13.73,247.4,18.11,127.12,61.63,29.63,63.2,1192.13,65.42
2010-04-19 00:00:00,13.54,247.07,18.09,128.68,62.59,29.98,63.18,1197.52,65.71
2010-04-20 00:00:00,13.57,244.59,18.14,126.2,62.55,30.29,62.97,1207.17,66.42
2010-04-21 00:00:00,13.53,259.22,18.17,125.52,61.98,30.26,63.04,1205.94,66.37
2010-04-22 00:00:00,13.67,266.47,18.09,125.66,61.4,30.32,61.88,1208.67,66.03
2010-04-23 00:00:00,13.93,270.83,18.21,126.5,61.65,29.91,61.83,1217.28,66.68
2010-04-26 00:00:00,13.87,269.5,18.43,127.22,61.38,30.05,62.13,1212.05,66.73
2010-04-27 00:00:00,13.27,262.04,17.86,125.36,60.93,29.8,61.37,1183.71,65.75
2010-04-28 00:00:00,13.4,261.6,18.09,126.6,61.25,29.86,61.87,1191.36,66.63
2010-04-29 00:00:00,13.54,268.64,18.61,126.95,61.62,29.94,62.3,1206.78,66.12
2010-04-30 00:00:00,13.26,261.09,18.01,125.53,60.95,29.5,62.32,1186.69,65.26
2010-05-03 00:00:00,12.98,266.35,18.39,126.12,61.92,29.81,62.77,1202.26,65.33
2010-05-04 00:00:00,12.42,258.68,17.74,124.68,61.33,29.1,62.52,1173.6,64.01
2010-05-05 00:00:00,12.33,255.99,17.28,124.03,61.74,28.83,62.3,1165.87,63.72
2010-05-06 00:00:00,11.82,246.25,16.53,121.21,60.09,27.99,61.82,1128.15,61.53
2010-05-07 00:00:00,11.87,235.86,16.12,119.43,60.01,27.25,61.7,1110.88,61.35
2010-05-10 00:00:00,12.46,253.99,17.23,123.51,61.37,27.95,63.45,1159.73,62.82
2010-05-11 00:00:00,12.0,256.52,17.19,124.11,61.3,27.9,63.59,1155.79,62.5
2010-05-12 00:00:00,12.33,262.09,17.61,129.78,61.52,28.44,63.96,1171.67,62.93
2010-05-13 00:00:00,12.67,258.36,17.24,128.6,61.3,28.24,63.52,1157.44,62.77
2010-05-14 00:00:00,12.23,253.82,16.84,128.32,60.63,27.94,63.13,1135.68,61.66
2010-05-17 00:00:00,11.97,254.22,16.77,127.58,60.55,27.95,63.78,1136.94,61.34
2010-05-18 00:00:00,11.7,252.36,16.45,127.11,59.69,27.75,63.57,1120.8,60.88
2010-05-19 00:00:00,11.66,248.34,16.48,126.04,58.98,27.4,63.1,1115.05,60.55
2010-05-20 00:00:00,10.95,237.76,15.53,121.09,57.39,26.3,61.02,1071.59,58.49
2010-05-21 00:00:00,11.23,242.32,15.68,122.67,57.71,26.04,60.75,1087.69,59.03
2010-05-24 00:00:00,10.97,246.76,15.29,121.73,57.41,25.49,60.5,1073.65,58.36
2010-05-25 00:00:00,11.18,245.22,15.23,121.79,57.2,25.3,60.09,1074.03,57.89
2010-05-26 00:00:00,11.13,244.11,15.29,120.53,56.55,24.27,58.5,1067.95,57.51
2010-05-27 00:00:00,11.7,253.35,15.91,123.62,56.46,25.23,60.1,1103.06,59.59
2010-05-28 00:00:00,11.52,256.88,15.61,122.52,55.76,25.03,60.09,1089.41,58.62
2010-06-01 00:00:00,11.07,260.83,15.26,121.62,56.2,25.12,59.97,1070.71,57.45
2010-06-02 00:00:00,11.36,263.95,15.61,124.62,57.13,25.67,61.1,1098.38,58.92
2010-06-03 00:00:00,11.25,263.12,15.71,125.16,57.17,26.06,61.02,1102.83,59.69
2010-06-04 00:00:00,10.73,255.96,15.0,122.54,55.49,25.02,59.16,1064.88,57.72
2010-06-07 00:00:00,10.4,250.94,14.71,121.41,55.48,24.54,59.44,1050.47,57.5
2010-06-08 00:00:00,10.65,249.33,14.78,121.01,56.09,24.36,60.32,1062.0,59.38
2010-06-09 00:00:00,10.69,243.2,14.63,121.19,55.64,24.05,60.17,1055.69,58.2
2010-06-10 00:00:00,11.13,250.51,14.97,124.88,55.96,24.26,61.47,1086.84,60.01
2010-06-11 00:00:00,11.24,253.51,14.86,125.64,55.92,24.9,61.2,1091.6,59.98
2010-06-14 00:00:00,11.22,254.28,14.7,125.69,55.88,24.74,61.48,1089.63,59.5
2010-06-15 00:00:00,11.47,259.69,15.08,126.95,56.57,25.79,61.85,1115.23,60.61
2010-06-16 00:00:00,11.29,267.25,15.13,127.5,56.66,25.54,61.54,1114.61,60.61
2010-06-17 00:00:00,11.06,271.87,15.29,128.11,56.61,25.59,62.09,1116.04,60.7
2010-06-18 00:00:00,10.99,274.07,15.33,127.3,56.61,25.65,61.7,1117.51,61.18
2010-06-21 00:00:00,11.6,270.17,15.47,127.79,56.56,25.18,61.64,1113.2,61.21
2010-06-22 00:00:00,11.17,273.85,15.17,126.47,56.59,25.0,60.95,1095.31,60.06
2010-06-23 00:00:00,11.31,270.97,14.79,127.26,56.66,24.56,60.4,1092.04,59.24
2010-06-24 00:00:00,10.99,269.0,14.49,125.38,57.01,24.26,60.08,1073.69,58.24
2010-06-25 00:00:00,11.11,266.7,14.33,124.34,56.15,23.8,58.51,1076.76,57.3
2010-06-28 00:00:00,10.91,268.3,14.41,126.16,56.86,23.59,59.66,1074.57,56.69
2010-06-29 00:00:00,10.23,256.17,13.91,122.35,56.66,22.62,58.95,1041.24,55.55
2010-06-30 00:00:00,9.96,251.53,13.86,120.78,56.49,22.33,58.69,1030.71,55.33
2010-07-01 00:00:00,9.95,248.48,13.57,119.89,56.5,22.47,59.23,1027.37,54.89
2010-07-02 00:00:00,9.9,246.94,13.34,119.19,56.51,22.58,59.24,1022.58,54.85
2010-07-06 00:00:00,10.1,248.63,13.42,120.76,56.51,23.11,59.35,1028.06,55.71
2010-07-07 00:00:00,10.44,258.67,14.05,124.22,57.97,23.58,60.59,1060.27,56.65
2010-07-08 00:00:00,10.61,258.09,14.25,125.17,58.71,23.68,61.62,1070.25,57.02
2010-07-09 00:00:00,10.83,259.62,14.37,125.16,57.91,23.55,61.14,1077.96,56.99
2010-07-12 00:00:00,10.76,257.29,14.35,125.85,57.59,24.09,61.37,1078.75,57.15
2010-07-13 00:00:00,10.89,251.8,14.62,127.62,57.87,24.38,61.07,1095.34,57.61
2010-07-14 00:00:00,10.8,252.73,14.61,127.86,57.98,24.68,61.2,1095.17,57.46
2010-07-15 00:00:00,10.73,251.45,14.65,127.86,57.64,24.75,60.81,1096.48,57.47
2010-07-16 00:00:00,10.3,249.9,13.98,125.23,56.85,24.15,60.13,1064.88,56.2
2010-07-19 00:00:00,10.47,245.58,14.05,126.95,56.98,24.48,59.74,1071.25,56.65
2010-07-20 00:00:00,10.74,251.89,14.36,123.78,56.03,24.72,62.32,1083.48,57.16
2010-07-21 00:00:00,10.48,254.24,14.26,122.53,54.64,24.37,61.57,1069.59,56.4
2010-07-22 00:00:00,10.71,259.02,14.62,124.68,54.54,25.07,61.82,1093.67,57.57
2010-07-23 00:00:00,10.93,259.94,15.1,125.57,55.12,25.04,62.06,1102.66,57.9
2010-07-26 00:00:00,11.11,259.28,15.51,125.6,55.23,25.32,62.57,1115.01,58.55
2010-07-27 00:00:00,11.09,264.08,15.55,125.81,55.57,25.38,63.25,1113.84,58.96
2010-07-28 00:00:00,10.92,260.96,15.42,125.62,55.31,25.18,62.78,1106.13,59.06
2010-07-29 00:00:00,10.91,258.11,15.52,125.22,55.31,25.26,62.48,1101.53,58.5
2010-07-30 00:00:00,11.05,257.25,15.49,125.59,55.56,25.04,62.5,1101.6,57.86
2010-08-02 00:00:00,11.59,261.85,15.77,127.9,56.17,25.55,62.84,1125.86,60.06
2010-08-03 00:00:00,11.44,261.93,15.76,127.52,56.77,25.38,63.33,1120.46,60.81
2010-08-04 00:00:00,11.43,262.98,15.84,128.4,57.14,24.97,63.71,1127.24,60.81
2010-08-05 00:00:00,11.49,261.7,15.87,128.94,57.16,24.62,63.14,1125.81,60.8
2010-08-06 00:00:00,11.5,260.09,15.81,127.92,57.35,24.79,63.45,1121.64,60.08
2010-08-09 00:00:00,11.57,261.75,15.74,129.75,57.44,24.85,63.95,1127.79,60.55
2010-08-10 00:00:00,11.26,259.41,15.62,129.59,56.85,24.33,64.06,1121.06,60.05
2010-08-11 00:00:00,10.58,250.19,15.09,127.62,55.96,24.12,63.02,1089.47,58.97
2010-08-12 00:00:00,10.65,251.79,14.89,126.11,55.97,23.76,62.76,1083.61,58.82
2010-08-13 00:00:00,10.56,249.1,14.78,125.69,55.62,23.67,63.12,1079.25,58.5
2010-08-16 00:00:00,10.52,247.64,14.86,125.59,55.49,23.77,63.0,1079.38,58.47
2010-08-17 00:00:00,10.86,251.97,14.97,126.26,56.64,24.1,63.11,1092.54,59.39
2010-08-18 00:00:00,10.84,253.07,15.09,127.18,56.77,24.21,63.09,1094.16,58.74
2010-08-19 00:00:00,10.58,249.88,14.65,126.7,56.17,23.84,62.26,1075.63,57.9
2010-08-20 00:00:00,10.49,249.64,14.44,125.33,56.19,23.64,62.39,1071.69,57.51
2010-08-23 00:00:00,10.29,245.8,14.31,124.31,56.31,23.68,62.41,1067.36,58.1
2010-08-24 00:00:00,9.98,239.93,14.0,122.77,55.49,23.45,62.37,1051.87,57.56
2010-08-25 00:00:00,10.03,242.89,14.0,123.13,55.46,23.51,62.17,1055.33,57.53
2010-08-26 00:00:00,9.93,240.28,13.93,120.69,55.29,23.24,61.75,1047.22,57.11
2010-08-27 00:00:00,10.24,241.62,14.14,122.6,55.61,23.34,61.74,1064.59,58.4
2010-08-30 00:00:00,10.17,242.5,13.95,121.3,55.32,23.06,61.24,1048.92,57.61
2010-08-31 00:00:00,10.14,243.1,13.91,121.03,55.05,22.89,61.8,1049.33,57.72
2010-09-01 00:00:00,10.44,250.33,14.42,123.63,56.28,23.31,62.95,1080.29,59.48
2010-09-02 00:00:00,10.74,252.17,14.56,122.91,56.59,23.35,63.03,1090.1,59.63
2010-09-03 00:00:00,10.79,258.77,14.79,125.41,56.9,23.69,63.61,1104.51,59.88
2010-09-07 00:00:00,10.77,257.81,14.84,123.8,56.68,23.37,63.52,1091.84,59.13
2010-09-08 00:00:00,10.98,262.92,15.09,123.93,56.82,23.34,63.47,1098.87,59.32
2010-09-09 00:00:00,11.14,263.07,15.29,124.21,57.76,23.42,64.12,1104.18,59.62
2010-09-10 00:00:00,11.08,263.41,15.36,125.81,57.91,23.26,64.42,1109.55,59.76
2010-09-13 00:00:00,11.43,267.04,15.62,127.4,58.24,24.49,64.27,1121.9,59.57
2010-09-14 00:00:00,11.4,268.06,15.53,126.65,58.49,24.42,64.01,1121.1,59.58
2010-09-15 00:00:00,11.34,270.22,15.7,127.22,58.95,24.5,64.51,1125.07,59.57
2010-09-16 00:00:00,11.17,276.57,15.71,127.46,59.18,24.71,64.62,1124.66,59.54
2010-09-17 00:00:00,11.08,275.37,15.77,127.97,59.45,24.6,64.14,1125.59,59.35
2010-09-20 00:00:00,11.29,283.23,16.02,129.54,59.95,24.81,64.89,1142.71,60.1
2010-09-21 00:00:00,11.08,283.77,15.99,129.73,59.8,24.53,64.47,1139.78,60.09
2010-09-22 00:00:00,11.61,287.75,15.97,130.31,59.83,24.01,64.67,1134.28,60.01
2010-09-23 00:00:00,11.65,288.92,15.62,129.43,59.68,23.83,63.82,1124.83,59.71
2010-09-24 00:00:00,12.1,292.32,16.13,131.82,60.0,24.17,64.15,1148.67,60.3
2010-09-27 00:00:00,11.98,291.16,15.9,132.35,59.89,24.12,64.39,1142.16,60.26
2010-09-28 00:00:00,12.12,286.86,15.91,132.59,60.28,24.07,64.78,1147.7,60.6
2010-09-29 00:00:00,11.99,287.37,15.84,133.17,60.16,23.9,64.75,1144.73,60.14
2010-09-30 00:00:00,12.01,283.75,15.73,131.85,59.82,23.89,64.45,1141.2,60.34
2010-10-01 00:00:00,12.13,282.52,15.84,133.33,59.62,23.78,65.0,1146.24,61.07
2010-10-04 00:00:00,11.83,278.64,15.59,132.94,59.54,23.32,64.87,1137.03,60.73
2010-10-05 00:00:00,12.04,288.94,15.98,135.31,60.64,23.75,65.73,1160.75,61.77
2010-10-06 00:00:00,12.27,289.19,16.36,135.49,61.03,23.83,66.07,1159.97,62.44
2010-10-07 00:00:00,12.1,289.22,16.51,136.36,61.04,23.93,64.12,1158.06,62.35
2010-10-08 00:00:00,12.79,294.07,16.57,136.48,61.05,23.97,63.78,1165.15,62.87
2010-10-11 00:00:00,12.83,295.36,16.42,137.28,61.12,23.99,63.56,1165.32,63.03
2010-10-12 00:00:00,13.1,298.54,16.64,137.47,61.11,24.22,64.1,1169.77,63.18
2010-10-13 00:00:00,13.27,300.14,16.73,137.98,61.39,24.72,64.41,1178.1,63.51
2010-10-14 00:00:00,13.03,302.31,16.61,139.09,61.54,24.61,64.65,1173.81,63.77
2010-10-15 00:00:00,13.03,314.74,15.78,138.66,61.38,24.91,64.69,1176.19,63.66
2010-10-18 00:00:00,13.04,318.0,15.73,140.4,61.66,25.19,64.51,1184.71,64.72
2010-10-19 00:00:00,12.57,309.49,15.56,135.68,61.11,24.48,63.45,1165.9,63.59
2010-10-20 00:00:00,12.85,310.53,15.54,136.7,61.41,24.69,63.03,1178.17,64.46
2010-10-21 00:00:00,12.68,309.52,15.59,137.45,61.78,24.8,63.23,1180.26,64.76
2010-10-22 00:00:00,12.62,307.47,15.55,137.29,61.61,24.76,63.07,1183.08,64.78
2010-10-25 00:00:00,12.78,308.84,15.55,137.46,61.77,24.57,63.1,1185.62,64.64
2010-10-26 00:00:00,12.77,308.05,15.64,138.27,61.64,25.26,62.85,1185.64,64.97
2010-10-27 00:00:00,12.6,307.83,15.6,139.02,61.38,25.41,62.35,1182.45,64.13
2010-10-28 00:00:00,12.55,305.24,15.57,138.5,61.37,25.64,63.07,1183.78,64.66
2010-10-29 00:00:00,13.04,300.98,15.51,141.15,61.54,26.02,63.35,1183.26,64.93
2010-11-01 00:00:00,12.95,304.18,15.44,140.88,61.49,26.29,63.59,1184.38,65.38
2010-11-02 00:00:00,13.14,309.36,15.43,141.39,61.68,26.72,63.83,1193.57,66.25
2010-11-03 00:00:00,13.07,312.8,15.55,141.71,61.98,26.37,63.25,1197.96,66.37
2010-11-04 00:00:00,13.52,318.27,15.98,144.29,62.53,26.47,63.4,1221.06,67.75
2010-11-05 00:00:00,13.92,317.13,16.2,144.42,62.42,26.19,63.13,1225.85,68.36
2010-11-08 00:00:00,13.88,318.62,16.18,144.6,62.11,26.15,63.16,1223.25,68.67
2010-11-09 00:00:00,13.67,316.08,16.09,144.29,62.09,26.29,63.35,1213.4,69.41
2010-11-10 00:00:00,13.8,318.03,16.02,144.69,61.75,26.28,63.3,1218.71,69.9
2010-11-11 00:00:00,13.73,316.65,15.83,143.59,61.72,26.03,62.96,1213.54,70.58
2010-11-12 00:00:00,13.41,308.03,15.73,141.92,61.48,25.63,62.71,1199.21,69.76
2010-11-15 00:00:00,13.32,307.04,15.68,141.82,61.93,25.56,62.49,1197.75,69.26
2010-11-16 00:00:00,12.96,301.59,15.35,140.44,60.96,25.33,62.13,1178.34,67.74
2010-11-17 00:00:00,12.87,300.5,15.3,140.15,60.89,25.1,62.03,1178.59,67.81
2010-11-18 00:00:00,13.31,308.43,15.53,142.53,61.63,25.36,62.83,1196.69,69.09
2010-11-19 00:00:00,13.31,306.73,15.7,143.21,61.63,25.21,62.77,1199.73,69.32
2010-11-22 00:00:00,13.22,313.36,15.52,143.55,61.43,25.25,62.77,1197.84,68.97
2010-11-23 00:00:00,13.06,308.73,15.26,141.36,60.7,24.65,61.98,1180.73,67.78
2010-11-24 00:00:00,13.24,314.8,15.43,143.96,61.11,24.9,62.41,1198.35,68.67
2010-11-26 00:00:00,13.1,315.0,15.3,142.08,60.67,24.78,61.99,1189.4,68.03
2010-11-29 00:00:00,13.22,316.87,15.46,141.08,60.29,24.84,62.1,1187.76,68.25
2010-11-30 00:00:00,13.06,311.15,15.32,139.67,59.94,24.79,62.7,1180.55,68.35
2010-12-01 00:00:00,13.49,316.4,15.78,142.58,60.79,25.56,64.14,1206.07,70.09
2010-12-02 00:00:00,14.01,318.15,16.15,143.34,60.96,26.39,63.72,1221.53,70.24
2010-12-03 00:00:00,14.15,317.44,16.24,143.54,60.92,26.52,63.69,1224.71,69.96
2010-12-06 00:00:00,14.16,320.15,16.17,143.15,60.57,26.34,63.26,1223.12,70.07
2010-12-07 00:00:00,14.07,318.21,16.49,142.19,60.68,26.37,63.22,1223.75,70.22
2010-12-08 00:00:00,14.06,321.01,16.5,143.14,60.82,26.73,63.17,1228.28,70.6
2010-12-09 00:00:00,14.07,319.76,16.58,142.47,60.44,26.58,63.25,1233.0,70.75
2010-12-10 00:00:00,14.17,320.56,17.15,142.98,60.29,26.83,63.43,1240.4,70.93
2010-12-13 00:00:00,14.28,321.67,17.06,142.45,60.24,26.74,64.05,1240.46,71.11
2010-12-14 00:00:00,14.12,320.29,17.12,143.97,61.13,27.11,64.1,1241.59,70.93
2010-12-15 00:00:00,13.88,320.36,16.93,142.89,60.93,27.33,63.76,1235.23,70.6
2010-12-16 00:00:00,14.38,321.25,17.2,142.72,60.77,27.47,64.26,1242.87,70.97
2010-12-17 00:00:00,14.48,320.61,17.13,143.16,60.9,27.38,64.48,1243.91,70.92
2010-12-20 00:00:00,14.69,322.21,17.13,142.68,60.86,27.29,64.81,1247.08,70.97
2010-12-21 00:00:00,14.81,324.2,17.33,143.89,60.71,27.55,63.92,1254.6,71.46
2010-12-22 00:00:00,15.06,325.16,17.62,144.1,60.4,27.67,64.19,1258.84,71.54
2010-12-23 00:00:00,15.25,323.6,17.6,144.04,60.62,27.78,64.2,1256.77,71.93
2010-12-27 00:00:00,15.14,324.68,17.75,143.5,60.31,27.55,63.94,1257.54,71.74
2010-12-28 00:00:00,15.16,325.47,17.87,143.86,60.43,27.49,63.8,1258.51,72.15
2010-12-29 00:00:00,15.05,325.29,17.83,144.66,60.5,27.45,63.85,1259.78,72.1
2010-12-30 00:00:00,15.12,323.66,17.75,144.81,60.32,27.33,63.65,1257.88,72.09
2010-12-31 00:00:00,15.3,322.56,17.84,144.9,60.23,27.39,63.85,1257.64,71.85
2011-01-03 00:00:00,15.71,329.57,17.84,145.61,61.18,27.46,64.26,1271.87,73.26
2011-01-04 00:00:00,16.43,331.29,18.16,145.77,61.69,27.57,63.93,1270.2,73.6
2011-01-05 00:00:00,16.47,334.0,18.19,145.19,61.65,27.48,65.08,1276.56,73.4
2011-01-06 00:00:00,16.27,333.73,18.11,146.78,61.56,28.29,65.33,1273.85,73.88
2011-01-07 00:00:00,16.33,336.12,17.98,146.05,60.96,28.07,64.89,1271.5,74.28
2011-01-10 00:00:00,16.4,342.45,18.06,145.77,60.53,27.7,64.55,1269.75,73.83
2011-01-11 00:00:00,16.24,341.64,18.18,145.41,60.64,27.59,64.83,1274.48,74.38
2011-01-12 00:00:00,16.15,344.42,18.22,147.21,60.86,28.02,65.22,1285.96,75.25
2011-01-13 00:00:00,15.66,345.68,18.15,146.93,61.26,27.67,65.39,1283.76,75.38
2011-01-14 00:00:00,15.88,348.48,18.36,148.1,60.91,27.78,65.27,1293.24,76.49
2011-01-18 00:00:00,16.18,340.65,18.15,148.74,60.48,28.13,65.06,1295.02,77.35
2011-01-19 00:00:00,15.97,338.84,17.88,153.72,60.92,27.94,64.41,1281.92,76.88
2011-01-20 00:00:00,15.89,332.68,17.98,153.82,61.22,27.82,64.41,1280.26,76.4
2011-01-21 00:00:00,15.7,326.72,19.26,153.53,61.02,27.5,64.38,1283.35,77.61
2011-01-24 00:00:00,16.34,337.45,19.55,157.61,60.59,27.85,64.68,1290.84,77.23
2011-01-25 00:00:00,16.15,341.4,19.49,159.39,59.48,27.92,64.28,1291.18,77.32
2011-01-26 00:00:00,16.51,343.85,19.44,159.0,59.01,28.25,64.37,1296.63,78.28
2011-01-27 00:00:00,16.38,343.21,19.79,159.03,59.09,28.33,64.08,1299.54,78.49
2011-01-28 00:00:00,16.04,336.1,19.71,157.19,58.44,27.24,62.94,1276.34,77.62
2011-01-31 00:00:00,16.48,339.32,19.65,159.95,58.21,27.22,62.85,1286.12,79.28
2011-02-01 00:00:00,17.22,345.03,20.29,161.49,59.04,27.47,63.58,1307.59,82.45
2011-02-02 00:00:00,17.14,344.32,20.21,161.23,59.03,27.42,63.19,1304.03,81.96
2011-02-03 00:00:00,17.14,343.44,20.25,161.46,59.21,27.14,62.73,1307.1,81.99
2011-02-04 00:00:00,17.07,346.5,20.06,161.92,59.25,27.26,62.39,1310.87,81.84
2011-02-07 00:00:00,17.25,351.88,20.36,162.73,59.28,27.68,62.24,1319.05,82.47
2011-02-08 00:00:00,17.33,355.2,20.76,164.59,59.35,27.76,62.72,1324.57,81.97
2011-02-09 00:00:00,17.09,358.16,20.79,163.21,59.29,27.45,62.96,1320.88,81.55
2011-02-10 00:00:00,17.05,354.54,20.75,162.65,59.34,26.99,61.93,1321.87,82.19
2011-02-11 00:00:00,17.3,356.85,20.81,162.41,59.11,26.74,62.42,1329.15,81.81
2011-02-14 00:00:00,17.52,359.18,20.98,161.79,59.11,26.73,61.91,1332.32,83.88
2011-02-15 00:00:00,17.33,359.9,20.94,161.41,59.03,26.62,62.89,1328.01,81.96
2011-02-16 00:00:00,17.52,363.13,20.92,161.97,58.94,26.68,62.51,1336.32,82.67
2011-02-17 00:00:00,17.45,358.3,21.0,162.8,59.2,26.86,63.23,1340.43,82.86
2011-02-18 00:00:00,17.21,350.56,20.92,163.39,59.51,26.72,61.97,1343.01,83.47
2011-02-22 00:00:00,16.48,338.61,20.31,160.53,59.06,26.25,61.72,1315.44,84.4
2011-02-23 00:00:00,16.38,342.62,19.87,158.78,58.81,26.25,61.51,1307.4,86.01
2011-02-24 00:00:00,16.49,342.88,20.22,159.36,58.67,26.43,61.6,1306.1,84.92
2011-02-25 00:00:00,16.62,348.16,20.45,160.86,58.61,26.21,62.16,1319.88,84.3
2011-02-28 00:00:00,16.78,353.21,20.55,160.46,60.37,26.24,61.98,1327.22,84.49
